#GeneID	Symbol	Synonyms	chromosome	map_location
105377945	LOC105377945	-	6	6q21
105377946	LINC02527	-	6	6q21
105377947	LOC105377947	-	6	6q21
105377949	LOC105377949	-	6	6q21
105377950	LOC105377950	-	6	6q21
105377951	LOC105377951	-	6	6q21
105377952	LOC105377952	-	6	6q21
105377953	LOC105377953	-	6	6q21
105377955	LOC105377955	-	6	6q21
105377956	LOC105377956	-	6	6q21
105377957	LINC02518	-	6	6q21
105377959	LOC105377959	-	6	6q22.1
105377960	LOC105377960	-	6	6q22.1
105377961	LOC105377961	-	6	6q22.1
105377962	LINC02534	-	6	6q22.1
105377963	LOC105377963	-	6	6q22.1
105377964	LOC105377964	-	6	6q22.1
105377967	LOC105377967	-	6	6q22.2
105377971	LOC105377971	-	6	6q22.31
105377972	LOC105377972	-	6	6q22.31
105377973	LOC105377973	-	6	6q22.31
105377975	LOC105377975	-	6	6q22.31
105377977	LOC105377977	-	6	6q22.31
105377978	LOC105377978	-	6	6q22.31
105377979	LOC105377979	-	6	6q22.31
105377981	LOC105377981	-	6	6q22.31
105377982	LOC105377982	-	6	6q22.31
105377984	LOC105377984	-	6	6q22.31
105377986	LOC105377986	-	6	6q22.31
105377989	LOC105377989	-	6	6q22.33
105377991	LOC105377991	-	6	6q22.33
105377992	LOC105377992	-	6	6q22.32
105377993	LOC105377993	-	6	6q22.32
105377994	LOC105377994	-	6	6q22.33
105377995	LOC105377995	-	6	6q22.33
105377996	LOC105377996	-	6	6q22.33
105377997	LINC02536	-	6	6q22.33
105377998	LOC105377998	-	6	6q22.33
105377999	LOC105377999	-	6	6q22.33
105378000	LOC105378000	-	6	6q23.1
105378002	LOC105378002	-	6	6q23.1
105378003	LOC105378003	-	6	6q23.1
105378004	LOC105378004	-	6	6q23.2
105378005	LOC105378005	-	6	6q23.2
105378008	LOC105378008	-	6	6q23.2
105378009	LOC105378009	-	6	6q23.2
105378010	LOC105378010	-	6	6q23.3
105378011	LOC105378011	-	6	6q23.3
105378012	LOC105378012	-	6	6q23.3
105378013	LOC105378013	-	6	6q23.3
105378017	LOC105378017	-	6	6q23.3
105378018	LOC105378018	-	6	6q23.3
105378020	LINC02528	-	6	6q23.3
105378021	LOC105378021	-	6	6q23.3
105378023	LOC105378023	-	6	6q24.1
105378024	LOC105378024	-	6	6q24.1
105378025	LOC105378025	-	6	6q24.1
105378026	LOC105378026	-	6	6q24.1
105378027	LOC105378027	-	6	6q24.1
105378029	LOC105378029	-	6	6q24.1
105378030	LOC105378030	-	6	6q24.1
105378031	LOC105378031	-	6	6q24.1
105378032	LOC105378032	-	6	6q24.2
105378035	LOC105378035	-	6	6q24.2
105378036	LOC105378036	-	6	6q24.2
105378039	LOC105378039	-	6	6q24.3
105378040	LOC105378040	-	6	6q24.3
105378041	LOC105378041	-	6	6q24.3
105378042	LOC105378042	-	6	6q24.3
105378043	LOC105378043	-	6	6q24.3
105378044	LOC105378044	-	6	6q24.3
105378046	LOC105378046	-	6	6q25.1
105378047	LOC105378047	-	6	6q25.1
105378049	TAB2-AS1	-	6	6q25.1
105378050	LOC105378050	-	6	6q25.1
105378052	LOC105378052	-	6	6q25.1
105378054	LOC105378054	-	6	6q25.1
105378061	LOC105378061	-	6	6q25.2
105378065	LOC105378065	-	6	6q25.2
105378066	LOC105378066	-	6	6q25.2
105378067	LOC105378067	-	6	6q25.2
105378068	LOC105378068	-	6	6q25.3
105378069	LOC105378069	-	6	6q25.3
105378071	LOC105378071	-	6	6q25.3
105378072	LOC105378072	-	6	6q25.3
105378073	LOC105378073	-	6	6q25.3
105378075	LOC105378075	-	6	6q25.3
105378076	LOC105378076	-	6	6q25.3
105378077	LOC105378077	-	6	6q25.3
105378078	LOC105378078	-	6	6q25.3
105378083	LOC105378083	-	6	6q25.3
105378084	LOC105378084	-	6	6q25.3
105378085	LOC105378085	-	6	6q25.3
105378087	LOC105378087	-	6	6q25.3
105378088	LOC105378088	-	6	6q25.3
105378091	LOC105378091	-	6	6q26
105378093	LOC105378093	-	6	6q26
105378094	LOC105378094	-	6	6q26
105378095	LOC105378095	-	6	6q26
105378097	LOC105378097	-	6	6q26
105378098	LOC105378098	-	6	6q26
105378099	LOC105378099	-	6	6q26
105378100	LOC105378100	-	6	6q26
105378102	LOC105378102	-	6	6q26
105378104	LOC105378104	-	6	6q26
105378105	LOC105378105	-	6	6q26
105378106	LOC105378106	-	6	6q26
105378109	LOC105378109	-	6	6q27
105378110	LOC105378110	-	6	6q27
105378111	MEAT6	-	6	6q27
105378113	LOC105378113	-	6	6q27
105378114	LOC105378114	-	6	6q27
105378115	LOC105378115	-	6	6q27
105378116	LOC105378116	-	6	6q27
105378117	LOC105378117	-	6	6q27
105378118	LOC105378118	-	6	6q27
105378119	LOC105378119	-	6	6q27
105378120	LOC105378120	-	6	6q27
105378122	LOC105378122	-	6	6q27
105378123	LOC105378123	-	6	6q27
105378126	LOC105378126	-	6	6q27
105378127	LOC105378127	-	6	6q27
105378128	LOC105378128	-	6	6q27
105378129	LOC105378129	-	6	6q27
105378130	LOC105378130	-	6	6q27
105378131	LOC105378131	-	6	6q27
105378132	LOC105378132	-	6	6q27
105378135	LOC105378135	-	6	6q27
105378137	LOC105378137	-	6	6q27
105378138	LOC105378138	-	6	6q27
105378139	LOC105378139	-	6	6q27
105378140	LOC105378140	-	6	6q27
105378141	LOC105378141	-	6	6q27
105378142	LOC105378142	-	6	6q27
105378143	LOC105378143	-	6	6q27
105378144	LOC105378144	-	6	6q27
105378145	LOC105378145	-	6	6q27
105378146	LOC105378146	-	6	6q27
105378147	LINC02519	-	6	6q27
105378148	LOC105378148	-	6	6q27
105378149	LOC105378149	-	6	6q27
105378150	LOC105378150	-	6	6q27
105378153	LOC105378153	-	6	6q27
105378157	LOC105378157	-	6	6q27
105378161	LOC105378161	-	6	6q27
105378171	LOC105378171	-	14	14q11.2
105378174	LOC105378174	-	14	14q11.2
105378175	LOC105378175	-	14	14q11.2
105378177	LOC105378177	-	14	14q21.2
105378178	LOC105378178	-	14	14q21.3
105378179	LOC105378179	-	14	14q21.3
105378180	LOC105378180	-	14	14q22.1
105378183	LOC105378183	-	14	14q32.32
105378184	LOC105378184	-	14	14q32.33
105378185	LOC105378185	-	14	-
105378187	LOC105378187	-	14	14q32.33
105378189	LOC105378189	-	14	14q23.1
105378193	LOC105378193	-	13	13q34
105378198	LOC105378198	-	5	5q31.3
105378199	LOC105378199	-	5	5q31.3
105378204	LOC105378204	-	5	5q31.3
105378208	LOC105378208	-	5	5q31.3
105378209	LOC105378209	-	5	5q31.3
105378210	LOC105378210	-	5	5q31.3
105378211	LOC105378211	-	5	5q32
105378213	LOC105378213	-	5	5q32
105378214	LOC105378214	-	5	5q32
105378215	CTB-99A3.1	-	5	5q32
105378217	STK32A-AS1	-	5	5q32
105378218	LOC105378218	-	5	5q32
105378220	MARCOL	-	5	5q32
105378221	LOC105378221	-	5	5q32
105378224	LOC105378224	-	5	5q32
105378225	LOC105378225	-	5	5q32
105378226	LOC105378226	-	5	5q32
105378228	LOC105378228	-	5	5q33.1
105378230	LOC105378230	-	5	5q33.1
105378231	LOC105378231	-	5	5q33.1
105378234	LOC105378234	-	5	5q33.1
105378235	LOC105378235	-	5	5q33.1
105378236	LOC105378236	-	5	5q33.1
105378237	LOC105378237	-	5	5q33.1
105378238	LINC01861	-	5	5q33.2
105378239	LOC105378239	-	5	5q33.2
105378240	LOC105378240	-	4	4p16.1
105378242	LOC105378242	-	4	4p16.1
105378247	LOC105378247	-	12	12q12
105378248	LOC105378248	-	12	12q13.11
105378250	LOC105378250	-	12	12q13.13
105378255	LOC105378255	-	12	12q21.33
105378256	LOC105378256	-	12	12q24.11
105378258	LOC105378258	-	12	12q24.31
105378260	LOC105378260	-	21	21p11.2
105378262	LOC105378262	-	4	4p15.1
105378267	LOC105378267	-	10	10q11.21
105378268	LOC105378268	-	10	10q11.21
105378269	LOC105378269	-	10	10q11.21
105378270	LOC105378270	-	10	10q11.21
105378271	LOC105378271	-	10	10q11.21
105378272	LOC105378272	-	10	10q11.21
105378274	LOC105378274	-	10	10q11.21
105378275	LOC105378275	-	10	10q11.21
105378277	LOC105378277	-	10	10q11.21
105378281	LOC105378281	-	10	10q11.21
105378283	LOC105378283	-	10	10q11.21
105378286	LOC105378286	-	10	10q11.21-q11.22
105378287	LOC105378287	-	10	10q11.22
105378289	LOC105378289	-	10	10q11.22
105378291	LOC105378291	-	10	10q11.22
105378292	LOC105378292	-	10	10q11.22
105378298	LOC105378298	-	10	10q11.23
105378299	LOC105378299	-	10	10q11.23
105378302	LOC105378302	-	10	10q11.23
105378305	LOC105378305	-	10	10q21.1
105378306	LOC105378306	-	10	10q21.1
105378307	LOC105378307	-	10	10q21.1
105378308	LOC105378308	-	10	10q21.1
105378309	LOC105378309	-	10	10q21.1
105378310	LOC105378310	-	10	10q21.1
105378311	LOC105378311	-	10	10q21.1
105378313	LOC105378313	-	10	10q21.1
105378314	LOC105378314	-	10	10q21.1
105378316	LOC105378316	-	10	10q21.1
105378318	LOC105378318	-	10	10q21.2
105378319	LOC105378319	-	10	10q21.2
105378320	LOC105378320	-	10	10q21.2
105378323	LOC105378323	-	10	10q21.2
105378325	LOC105378325	-	10	10q21.2
105378326	LOC105378326	-	10	10q21.2
105378327	LOC105378327	-	10	10q21.2
105378328	LOC105378328	-	10	10q21.3
105378329	LOC105378329	-	10	10q21.3
105378330	LOC105378330	-	10	10q21.3
105378333	LOC105378333	-	10	10q21.3
105378335	LOC105378335	-	10	10q21.3
105378336	LOC105378336	-	10	10q21.3
105378337	LOC105378337	-	10	10q21.3
105378338	LOC105378338	-	10	10q21.3
105378339	LOC105378339	-	10	10q21.3
105378340	LOC105378340	-	10	10q21.3
105378342	LOC105378342	-	10	10q22.1
105378345	LOC105378345	-	10	10q22.1
105378346	LOC105378346	-	10	10q22.1
105378347	LOC105378347	-	10	10q22.1
105378349	LOC105378349	-	10	10q22.1
105378350	LOC105378350	-	10	10q22.1
105378351	LOC105378351	-	10	10q22.1
105378353	LOC105378353	-	10	10q22.1
105378355	LOC105378355	-	10	10q22.1
105378356	LOC105378356	-	10	10q22.1
105378358	LOC105378358	-	10	10q22.2
105378360	LOC105378360	-	10	10q22.2
105378367	LOC105378367	-	10	10q22.2
105378369	LOC105378369	-	10	10q22.3
105378372	LOC105378372	-	10	10q22.3
105378373	LOC105378373	-	10	10q22.3
105378374	LOC105378374	-	10	10q22.3
105378375	LOC105378375	-	10	10q22.3
105378378	LOC105378378	-	10	10q22.3
105378379	LOC105378379	-	10	10q22.3
105378383	LOC105378383	-	10	10q22.3
105378385	LOC105378385	-	10	10q22.3
105378386	LOC105378386	-	10	10q23.1
105378387	LOC105378387	-	10	10q23.1
105378390	LOC105378390	-	10	10q23.1
105378392	LOC105378392	-	10	10q23.1
105378393	LOC105378393	-	10	10q23.1
105378394	LOC105378394	-	10	10q23.1
105378396	LOC105378396	-	10	10q23.1
105378397	LOC105378397	-	10	10q23.1
105378398	LOC105378398	-	10	10q23.1
105378399	LOC105378399	-	10	10q23.1
105378400	LOC105378400	-	10	10q23.1
105378401	LOC105378401	-	10	10q23.1
105378402	LOC105378402	-	10	10q23.1
105378403	LOC105378403	-	10	10q23.1
105378404	LOC105378404	-	10	10q23.1
105378406	LOC105378406	-	10	10q23.2
105378407	LOC105378407	-	10	10q23.2
105378408	LOC105378408	-	10	10q23.2
105378409	LOC105378409	-	10	10q23.2
105378410	LOC105378410	-	10	10q23.2
105378412	LOC105378412	-	10	10q23.2
105378414	LOC105378414	-	10	10q23.31
105378415	LOC105378415	-	10	10q23.31
105378416	LOC105378416	-	10	10q23.31
105378418	LOC105378418	-	10	10q23.31
105378419	LOC105378419	-	10	10q23.31
105378421	LOC105378421	-	10	10q23.31
105378424	LOC105378424	-	10	10q23.31
105378425	LINC01374	TCONS_00018278	10	10q23.31
105378426	LOC105378426	-	10	10q23.31
105378427	XLOC_008559	-	10	10q23.31
105378429	LOC105378429	-	10	10q23.32
105378430	LOC105378430	-	10	10q23.31
105378433	LOC105378433	-	10	10q23.32
105378436	LOC105378436	-	10	10q23.33
105378437	LOC105378437	-	10	10q23.33
105378438	LOC105378438	-	10	10q23.33
105378443	LOC105378443	-	10	10q24.1
105378444	LOC105378444	-	10	10q24.1
105378447	LOC105378447	-	10	10q24.1
105378448	LOC105378448	-	10	10q24.1
105378449	LOC105378449	-	10	10q24.2
105378450	LOC105378450	-	10	10q24.2
105378452	LOC105378452	-	10	10q24.31
105378453	LOC105378453	-	10	10q24.32
105378454	LOC105378454	-	10	10q24.32
105378455	LOC105378455	-	10	10q24.32
105378456	LOC105378456	-	10	10q24.32
105378457	LOC105378457	-	10	10q24.32
105378458	LOC105378458	-	10	10q24.32
105378460	LOC105378460	-	10	10q24.32
105378464	LOC105378464	-	10	10q25.1
105378465	LOC105378465	-	10	10q25.1
105378466	LOC105378466	-	10	10q25.1
105378467	LOC105378467	-	10	10q25.1
105378468	LOC105378468	-	10	10q25.1
105378469	LOC105378469	-	10	10q25.1
105378470	LOC105378470	-	10	10q25.1
105378472	LOC105378472	-	10	10q25.1
105378473	LOC105378473	-	10	10q25.1
105378474	LOC105378474	-	10	10q25.1
105378475	LOC105378475	-	10	10q25.1
105378476	LOC105378476	-	10	10q25.1
105378477	LOC105378477	-	10	10q25.1
105378478	LOC105378478	-	10	10q25.1
105378479	LOC105378479	-	10	10q25.2
105378480	LOC105378480	-	10	10q25.2
105378481	LOC105378481	-	10	10q25.2
105378482	LOC105378482	-	10	10q25.2
105378483	LOC105378483	-	10	10q25.2
105378484	LOC105378484	-	10	10q25.2
105378485	LOC105378485	-	10	10q25.2
105378486	LOC105378486	-	10	10q25.2
105378487	LOC105378487	-	10	10q25.2
105378488	LOC105378488	-	10	10q25.2
105378489	LOC105378489	-	10	10q25.3
105378490	LOC105378490	-	10	10q25.3
105378492	LOC105378492	-	10	10q25.3
105378493	LOC105378493	-	10	10q25.3
105378494	LOC105378494	-	10	10q25.3
105378496	LOC105378496	-	10	10q25.3
105378497	LOC105378497	-	10	10q25.3
105378498	LOC105378498	-	10	10q25.3
105378499	LOC105378499	-	10	10q25.3
105378500	LOC105378500	-	10	10q25.3
105378502	LOC105378502	-	10	10q26.11
105378504	LOC105378504	-	10	10q26.11
105378506	LOC105378506	-	10	10q26.11
105378507	LOC105378507	-	10	10q26.11
105378511	LOC105378511	-	10	10q26.11
105378512	LOC105378512	-	10	10q26.11
105378513	LOC105378513	-	10	10q26.11
105378515	LOC105378515	-	10	10q26.12
105378516	LOC105378516	-	10	10q26.12
105378518	LOC105378518	-	10	10q26.12
105378519	LOC105378519	-	10	10q26.12
105378520	LOC105378520	-	10	10q26.12
105378521	LOC105378521	-	10	10q26.12
105378522	LOC105378522	-	10	10q26.12
105378523	LOC105378523	-	10	10q26.12
105378525	LOC105378525	-	10	10q26.13
105378526	LOC105378526	-	10	10q26.13
105378530	LOC105378530	-	10	10q26.13
105378531	LOC105378531	-	10	10q26.13
105378532	LOC105378532	-	10	10q26.13
105378533	LOC105378533	-	10	10q26.13
105378534	LOC105378534	-	10	10q26.13
105378536	LOC105378536	-	10	10q26.13
105378539	LOC105378539	-	10	10q26.13
105378541	LOC105378541	-	10	10q26.13
105378542	LOC105378542	-	10	10q26.13
105378543	LOC105378543	-	10	10q26.13
105378544	LOC105378544	-	10	10q26.13
105378545	LOC105378545	-	10	10q26.13
105378547	LOC105378547	-	10	10q26.13
105378548	LOC105378548	-	10	10q26.2
105378549	LOC105378549	-	10	10q26.2
105378550	LOC105378550	-	10	10q26.2
105378551	LOC105378551	-	10	10q26.2
105378552	LOC105378552	-	10	10q26.2
105378553	AS-PTPRE	-	10	10q26.2
105378554	LOC105378554	-	10	10q26.2
105378555	LOC105378555	-	10	10q26.2-q26.3
105378556	LOC105378556	-	10	10q26.3
105378557	LOC105378557	-	10	10q26.3
105378558	LOC105378558	-	10	10q26.3
105378560	LOC105378560	-	10	10q26.3
105378561	LOC105378561	-	10	10q26.3
105378562	LOC105378562	-	10	10q26.3
105378563	LOC105378563	-	10	10q26.3
105378565	LOC105378565	-	10	10q26.3
105378566	LOC105378566	-	10	10q26.3
105378567	LOC105378567	-	10	10q26.3
105378568	LOC105378568	-	10	10q26.3
105378569	LOC105378569	-	10	10q26.3
105378570	LOC105378570	-	10	10q26.3
105378571	LOC105378571	-	10	10q26.3
105378572	LOC105378572	-	10	10q26.3
105378573	LOC105378573	-	10	10q26.3
105378574	LOC105378574	-	10	10q26.3
105378575	LOC105378575	-	10	10q26.3
105378576	LOC105378576	-	10	10q26.3
105378577	LOC105378577	-	10	10q11.22
105378580	LOC105378580	-	1	1p36.33
105378585	LOC105378585	-	1	1p36.33
105378586	LOC105378586	-	1	1p36.33
105378589	LOC105378589	-	1	1p36.33
105378590	LOC105378590	-	1	1p36.33
105378591	LOC105378591	-	1	1p36.33
105378592	LOC105378592	-	1	1p36.33
105378593	LOC105378593	-	1	1p36.33
105378597	LOC105378597	-	1	1p36.32
105378598	LOC105378598	-	1	1p36.32
105378599	LOC105378599	-	1	1p36.32
105378600	LOC105378600	-	1	1p36.32
105378601	LOC105378601	-	1	1p36.32
105378602	LOC105378602	-	1	1p36.32
105378603	LOC105378603	-	1	1p36.32
105378604	LOC105378604	-	1	1p36.32
105378605	LOC105378605	-	1	1p36.32
105378606	LOC105378606	-	1	1p36.32
105378607	LOC105378607	-	1	1p36.32
105378608	LOC105378608	-	1	1p36.32
105378609	LOC105378609	-	1	1p36.32
105378610	LOC105378610	-	1	1p36.32
105378612	LOC105378612	-	1	1p36.21
105378614	LOC105378614	-	1	1p36.13
105378615	LOC105378615	-	1	1p36.11
105378616	LINC01715	-	1	1p35.3
105378617	LOC105378617	-	1	1p35.2
105378618	LOC105378618	-	1	1p35.2
105378619	LOC105378619	-	1	-
105378620	LOC105378620	-	1	1p35.2
105378621	LOC105378621	-	1	1p35.2
105378622	LINC01778	-	1	1p35.2
105378623	LOC105378623	-	1	1p35.2
105378625	LOC105378625	-	1	1p35.2
105378626	LOC105378626	-	1	1p35.2
105378628	LOC105378628	-	1	1p35.2
105378629	LOC105378629	-	1	1p35.1
105378631	LOC105378631	-	1	1p35.1
105378632	LOC105378632	-	1	1p35.1
105378635	LOC105378635	-	1	1p35.1
105378638	LOC105378638	-	1	1p35.1
105378639	LOC105378639	-	1	1p35.1
105378640	LOC105378640	-	1	1p34.3
105378641	LOC105378641	-	1	1p34.3
105378642	LOC105378642	-	1	1p34.3
105378644	LOC105378644	-	1	1p34.3
105378645	LOC105378645	-	1	1p34.3
105378646	LOC105378646	-	1	1p34.3
105378647	LOC105378647	-	1	1p34.3
105378648	LOC105378648	-	1	1p34.3
105378649	LOC105378649	-	1	1p34.3
105378650	LOC105378650	-	1	1p34.3
105378651	LOC105378651	-	1	1p34.3
105378653	LOC105378653	-	1	1p34.3
105378654	LOC105378654	-	1	1p34.3
105378655	LOC105378655	-	1	1p34.3
105378656	LINC01685	-	1	1p34.3
105378657	LOC105378657	-	1	1p34.3
105378658	LOC105378658	-	1	1p34.3
105378660	LOC105378660	-	1	1p34.3
105378662	LOC105378662	-	1	1p34.3
105378663	LOC105378663	-	1	1p34.3
105378665	LOC105378665	-	1	1p34.2
105378666	LOC105378666	-	1	1p34.2
105378667	LOC105378667	-	1	1p34.2
105378668	LOC105378668	-	1	1p34.2
105378669	LOC105378669	-	1	1p34.2
105378671	LOC105378671	-	1	1p34.2
105378672	LOC105378672	-	1	1p34.2
105378673	LOC105378673	-	1	1p34.2
105378674	LOC105378674	-	1	1p34.2
105378675	LOC105378675	-	1	1p34.2
105378676	LOC105378676	-	1	1p34.2
105378678	LOC105378678	-	1	1p34.2
105378683	LOC105378683	-	1	1p34.2
105378685	LOC105378685	-	1	1p34.2
105378687	LOC105378687	-	1	1p34.2
105378688	LOC105378688	-	1	1p34.1
105378690	LOC105378690	-	1	1p34.1
105378691	LOC105378691	-	1	1p34.1
105378693	LOC105378693	-	1	1p34.1
105378694	LOC105378694	-	1	1p34.1
105378696	LOC105378696	-	1	1p33
105378697	LOC105378697	-	1	1p33
105378698	LOC105378698	-	1	1p33
105378699	LOC105378699	-	1	1p33
105378701	LOC105378701	-	1	1p33
105378706	LOC105378706	-	1	1p33
105378708	LOC105378708	-	1	1p33
105378709	LOC105378709	-	1	1p33
105378710	LOC105378710	-	1	1p32.3
105378711	LOC105378711	-	1	1p32.3
105378712	LOC105378712	-	1	1p32.3
105378714	LOC105378714	-	1	1p32.3
105378715	LOC105378715	-	1	1p32.3
105378716	LINC01562	-	1	1p32.3
105378717	LOC105378717	-	1	1p32.3
105378719	LOC105378719	-	1	1p32.3
105378720	LOC105378720	-	1	1p32.3
105378721	LOC105378721	-	1	1p32.3
105378723	LOC105378723	-	1	1p32.3
105378724	LOC105378724	-	1	1p32.3
105378726	LOC105378726	-	1	1p32.3
105378728	LOC105378728	-	1	1p32.3
105378730	LOC105378730	-	1	1p32.3
105378731	LOC105378731	-	1	1p32.3
105378732	LINC01771	-	1	1p32.3
105378733	LOC105378733	-	1	1p32.3
105378734	LOC105378734	-	1	1p32.3
105378735	LOC105378735	-	1	1p32.3
105378736	LOC105378736	-	1	1p32.3
105378737	LOC105378737	-	1	1p32.2
105378738	LINC01755	-	1	1p32.2
105378739	LINC01753	-	1	1p32.2
105378740	LOC105378740	-	1	1p32.2
105378741	LOC105378741	-	1	1p32.2
105378744	LINC01767	-	1	1p32.2
105378745	LOC105378745	-	1	1p32.2
105378746	LOC105378746	-	1	1p32.2
105378747	LOC105378747	-	1	1p32.2
105378748	LOC105378748	-	1	1p32.2
105378751	LOC105378751	-	1	1p32.1
105378753	LOC105378753	-	1	1p32.1
105378756	LOC105378756	-	1	1p32.1
105378758	LOC105378758	-	1	1p32.1
105378760	LOC105378760	-	1	1p32.1
105378761	LOC105378761	-	1	1p32.1
105378763	LINC01748	-	1	1p32.1
105378764	LOC105378764	-	1	1p31.3
105378766	LOC105378766	-	1	1p31.3
105378768	LOC105378768	-	1	1p31.3
105378769	LINC01739	-	1	1p31.3
105378770	LOC105378770	-	1	1p31.3
105378771	LOC105378771	-	1	1p31.3
105378772	LOC105378772	-	1	1p31.3
105378773	LOC105378773	-	1	1p31.3
105378774	LOC105378774	-	1	1p31.3
105378776	LOC105378776	-	1	1p31.3
105378779	LOC105378779	-	1	1p31.3
105378780	LOC105378780	-	1	1p31.3
105378781	LOC105378781	-	1	1p31.3
105378782	LOC105378782	-	1	1p31.3
105378783	LOC105378783	-	1	1p31.2
105378785	LINC01707	-	1	1p31.2
105378786	LOC105378786	-	1	1p31.2
105378787	LOC105378787	-	1	1p31.2
105378788	LINC01758	-	1	1p31.1
105378789	LOC105378789	-	1	1p31.1
105378790	LOC105378790	-	1	1p31.1
105378792	LOC105378792	-	1	1p31.1
105378793	LOC105378793	-	1	1p31.1
105378794	LOC105378794	-	1	1p31.1
105378795	LOC105378795	-	1	1p31.1
105378796	LOC105378796	-	1	1p31.1
105378797	LOC105378797	-	1	1p31.1
105378798	LOC105378798	-	1	1p31.1
105378799	LOC105378799	-	1	1p31.1
105378800	LOC105378800	-	1	1p31.1
105378801	LOC105378801	-	1	1p31.1
105378802	LOC105378802	-	1	1p31.1
105378803	LRRC53	-	1	1p31.1
105378805	LOC105378805	-	1	1p31.1
105378806	LOC105378806	-	1	1p31.1
105378807	LOC105378807	-	1	1p31.1
105378808	LOC105378808	-	1	1p31.1
105378810	LOC105378810	-	1	1p31.1
105378811	LOC105378811	-	1	1p31.1
105378812	LOC105378812	-	1	1p31.1
105378813	LOC105378813	-	1	1p31.1
105378814	LOC105378814	-	1	1p31.1
105378816	LOC105378816	-	1	1p31.1
105378819	LOC105378819	-	1	1p22.3
105378821	LOC105378821	-	1	1p22.3
105378823	LOC105378823	-	1	1p22.3
105378824	LOC105378824	-	1	1p22.3
105378825	LOC105378825	-	1	1p22.3
105378826	LOC105378826	-	1	1p22.3
105378827	LOC105378827	-	1	1p22.3
105378828	LOC105378828	-	1	1p22.3
105378831	LOC105378831	-	1	1p22.3
105378833	LOC105378833	-	1	1p22.3
105378834	LOC105378834	-	1	1p22.3
105378835	LOC105378835	-	1	1p22.3
105378836	LOC105378836	-	1	1p22.2
105378838	LOC105378838	-	1	1p22.2
105378839	LOC105378839	-	1	1p22.2
105378841	LOC105378841	-	1	1p22.2
105378842	LOC105378842	-	1	1p22.2
105378843	LOC105378843	-	1	1p22.2
105378844	LOC105378844	-	1	1p22.2
105378847	LOC105378847	-	1	1p22.2
105378848	LOC105378848	-	1	1p22.2
105378849	LOC105378849	-	1	1p22.2
105378850	LOC105378850	-	1	1p22.2
105378851	LOC105378851	-	1	1p22.2
105378852	LOC105378852	-	1	1p22.2
105378853	LOC105378853	-	1	1p22.2
105378854	LINC01763	-	1	1p22.2
105378855	LOC105378855	-	1	1p22.2
105378856	LOC105378856	-	1	1p22.2-p22.1
105378858	LOC105378858	-	1	1p22.1
105378859	LOC105378859	-	1	1p21.3
105378860	LOC105378860	-	1	1p21.3
105378861	LOC105378861	-	1	1p21.3
105378862	LOC105378862	-	1	1p21.3
105378863	LOC105378863	-	1	1p21.3
105378864	LOC105378864	-	1	1p21.3
105378866	LOC105378866	-	1	1p21.3
105378867	LOC105378867	-	1	1p21.3
105378872	LINC01709	-	1	1p21.2
105378874	LOC105378874	-	1	1p21.1
105378878	LOC105378878	-	1	1p21.1
105378879	LOC105378879	-	1	1p21.1
105378880	LOC105378880	-	1	1p21.1
105378881	LOC105378881	-	1	1p21.1
105378882	LOC105378882	-	1	1p21.1
105378883	LOC105378883	-	1	1p21.1
105378884	LINC01677	-	1	1p21.1
105378885	LOC105378885	-	1	1p21.1
105378886	LOC105378886	-	1	1p21.1
105378887	LOC105378887	-	1	1p21.1
105378888	LOC105378888	-	1	1p13.3
105378889	LINC01661	-	1	1p13.3
105378890	LOC105378890	-	1	1p13.3
105378891	LOC105378891	-	1	1p13.3
105378892	LOC105378892	-	1	1p13.3
105378893	LOC105378893	-	1	1p13.3
105378895	LOC105378895	-	1	1p13.3
105378897	LOC105378897	-	1	1p13.3
105378898	LOC105378898	-	1	1p13.3
105378899	LOC105378899	-	1	1p13.3
105378901	LOC105378901	-	1	1p13.3
105378903	LOC105378903	-	1	1p13.2
105378904	LOC105378904	-	1	1p13.2
105378906	LOC105378906	-	1	1p13.2
105378909	LOC105378909	-	1	1p13.2
105378910	LOC105378910	-	1	1p13.2
105378911	LOC105378911	-	1	1p13.2
105378912	HP08777	-	1	1p13.2
105378913	LOC105378913	-	1	1p13.2
105378914	LOC105378914	-	1	1p13.2
105378915	LOC105378915	-	1	1p13.2
105378916	LINC01765	-	1	1p13.2
105378917	LOC105378917	-	1	1p13.2
105378918	LOC105378918	-	1	1p13.1
105378919	LOC105378919	-	1	1p13.1
105378920	LOC105378920	-	1	1p13.1
105378924	LOC105378924	-	1	1p13.1
105378925	LOC105378925	-	1	1p13.1
105378926	LOC105378926	-	1	1p13.1
105378927	LOC105378927	-	1	1p13.1
105378929	LOC105378929	-	1	1p12
105378930	LOC105378930	-	1	1p12
105378933	LOC105378933	-	1	1p12
105378934	LINC01780	-	1	1p12
105378935	LOC105378935	-	1	1p12
105378936	LOC105378936	-	1	1p12
105378937	LOC105378937	-	1	1p12
105378938	LOC105378938	-	1	1p12
105378939	LOC105378939	-	1	1p12
105378940	LOC105378940	-	1	1p12
105378941	LOC105378941	-	1	1p12
105378943	LOC105378943	-	1	1p11.2
105378944	LOC105378944	-	1	1p11.2
105378946	LOC105378946	-	1	1p11.2
105378947	LOC105378947	-	1	1p36.33
105378948	LOC105378948	-	1	1p36.33
105378949	LOC105378949	-	1	1p36.33
105378950	LOC105378950	-	1	1p34.3
